TransactionID,Amount,CustomerID,Timestamp,MerchantID,FraudIndicator,TransactionAmount,AnomalyScore,Category,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag,MerchantName,Location,Month,DayOfWeek,Hour,ai_risk_score,ai_risk_level,ai_intervention
755,50.53,1520,2022-02-01 10:00:00,2652,0,75.94,0.9576,Online,Customer 1520,25,Address 1520,9476.35,2023-06-04,0,Merchant 2652,Location 2652,2022-02,Tuesday,10,0.3899,Medium Risk,Monitor
756,36.38,1424,2022-02-01 11:00:00,2012,0,17.05,0.2848,Retail,Customer 1424,37,Address 1424,4344.55,2023-02-28,0,Merchant 2012,Location 2012,2022-02,Tuesday,11,0.1844,Low Risk,No action
757,89.17,1160,2022-02-01 12:00:00,2500,0,66.03,0.2957,Travel,Customer 1160,38,Address 1160,2683.91,2022-06-09,0,Merchant 2500,Location 2500,2022-02,Tuesday,12,0.2073,Low Risk,No action
758,61.92,1057,2022-02-01 13:00:00,2621,0,96.54,0.6308,Travel,Customer 1057,21,Address 1057,6531.56,2022-02-26,0,Merchant 2621,Location 2621,2022-02,Tuesday,13,0.2967,Low Risk,No action
759,60.53,1399,2022-02-01 14:00:00,2500,0,46.72,0.049,Travel,Customer 1399,18,Address 1399,9447.73,2023-02-03,0,Merchant 2500,Location 2500,2022-02,Tuesday,14,0.0298,Low Risk,No action
760,29.53,1587,2022-02-01 15:00:00,2968,0,72.79,0.9109,Retail,Customer 1587,41,Address 1587,8573.12,2023-08-10,0,Merchant 2968,Location 2968,2022-02,Tuesday,15,0.3852,Medium Risk,Monitor
761,14.12,1168,2022-02-01 16:00:00,2726,0,72.0,0.5063,Online,Customer 1168,42,Address 1168,3560.17,2022-06-17,0,Merchant 2726,Location 2726,2022-02,Tuesday,16,0.2805,Low Risk,No action
762,22.88,1711,2022-02-01 17:00:00,2130,0,32.85,0.2804,Other,Customer 1711,20,Address 1711,5960.81,2023-12-12,0,Merchant 2130,Location 2130,2022-02,Tuesday,17,0.1623,Low Risk,No action
763,79.75,1671,2022-02-01 18:00:00,2420,0,39.01,0.1228,Online,Customer 1671,27,Address 1671,3493.85,2023-11-02,0,Merchant 2420,Location 2420,2022-02,Tuesday,18,0.1277,Low Risk,No action
764,58.16,1163,2022-02-01 19:00:00,2440,0,83.35,0.6785,Retail,Customer 1163,27,Address 1163,7524.89,2022-06-12,0,Merchant 2440,Location 2440,2022-02,Tuesday,19,0.3031,Medium Risk,Monitor
765,83.83,1381,2022-02-01 20:00:00,2276,0,41.29,0.4772,Retail,Customer 1381,58,Address 1381,4206.2,2023-01-16,0,Merchant 2276,Location 2276,2022-02,Tuesday,20,0.2639,Low Risk,No action
766,56.62,1961,2022-02-01 21:00:00,2270,0,42.24,0.3552,Retail,Customer 1961,47,Address 1961,3454.65,2024-08-18,0,Merchant 2270,Location 2270,2022-02,Tuesday,21,0.222,Low Risk,No action
767,35.75,1722,2022-02-01 22:00:00,2658,0,23.28,0.744,Online,Customer 1722,53,Address 1722,2286.28,2023-12-23,0,Merchant 2658,Location 2658,2022-02,Tuesday,22,0.3889,Medium Risk,Monitor
768,13.93,1532,2022-02-01 23:00:00,2239,0,49.09,0.7193,Food,Customer 1532,60,Address 1532,3744.64,2023-06-16,0,Merchant 2239,Location 2239,2022-02,Tuesday,23,0.3638,Medium Risk,Monitor
769,39.16,1623,2022-02-02 00:00:00,2651,0,89.53,0.4301,Travel,Customer 1623,34,Address 1623,2341.71,2023-09-15,0,Merchant 2651,Location 2651,2022-02,Wednesday,0,0.2682,Low Risk,No action
770,66.96,1555,2022-02-02 01:00:00,2834,0,99.37,0.926,Online,Customer 1555,45,Address 1555,1776.63,2023-07-09,0,Merchant 2834,Location 2834,2022-02,Wednesday,1,0.4664,Medium Risk,Monitor
771,72.13,1464,2022-02-02 02:00:00,2865,0,16.88,0.7334,Food,Customer 1464,45,Address 1464,6683.68,2023-04-09,0,Merchant 2865,Location 2865,2022-02,Wednesday,2,0.3378,Medium Risk,Monitor
772,56.42,1091,2022-02-02 03:00:00,2997,0,94.5,0.6688,Online,Customer 1091,58,Address 1091,1736.47,2022-04-01,0,Merchant 2997,Location 2997,2022-02,Wednesday,3,0.3635,Medium Risk,Monitor
773,40.15,1182,2022-02-02 04:00:00,2636,0,59.08,0.3961,Food,Customer 1182,30,Address 1182,2636.68,2022-07-01,0,Merchant 2636,Location 2636,2022-02,Wednesday,4,0.2483,Low Risk,No action
774,11.03,1771,2022-02-02 05:00:00,2842,0,12.91,0.8276,Online,Customer 1771,35,Address 1771,8894.83,2024-02-10,0,Merchant 2842,Location 2842,2022-02,Wednesday,5,0.3466,Medium Risk,Monitor
775,55.29,1049,2022-02-02 06:00:00,2914,0,43.19,0.6442,Food,Customer 1049,30,Address 1049,7144.3,2022-02-18,0,Merchant 2914,Location 2914,2022-02,Wednesday,6,0.2936,Low Risk,No action
776,37.17,1799,2022-02-02 07:00:00,2658,0,79.07,0.4922,Other,Customer 1799,24,Address 1799,4309.69,2024-03-09,0,Merchant 2658,Location 2658,2022-02,Wednesday,7,0.2684,Low Risk,No action
777,38.46,1615,2022-02-02 08:00:00,2959,0,71.7,0.4659,Travel,Customer 1615,28,Address 1615,9447.92,2023-09-07,0,Merchant 2959,Location 2959,2022-02,Wednesday,8,0.1975,Low Risk,No action
778,53.64,1802,2022-02-02 09:00:00,2635,0,19.04,0.1827,Other,Customer 1802,23,Address 1802,6791.88,2024-03-12,0,Merchant 2635,Location 2635,2022-02,Wednesday,9,0.1125,Low Risk,No action
779,86.05,2000,2022-02-02 10:00:00,2780,0,55.01,0.5746,Other,Customer 2000,42,Address 2000,4853.02,2024-09-26,0,Merchant 2780,Location 2780,2022-02,Wednesday,10,0.2904,Low Risk,No action
780,37.21,1058,2022-02-02 11:00:00,2825,0,89.5,0.317,Travel,Customer 1058,50,Address 1058,5923.74,2022-02-27,0,Merchant 2825,Location 2825,2022-02,Wednesday,11,0.1791,Low Risk,No action
781,44.51,1678,2022-02-02 12:00:00,2155,0,92.16,0.7478,Travel,Customer 1678,33,Address 1678,3302.01,2023-11-09,1,Merchant 2155,Location 2155,2022-02,Wednesday,12,0.5798,Medium Risk,Monitor
782,33.64,1473,2022-02-02 13:00:00,2307,0,34.3,0.826,Food,Customer 1473,26,Address 1473,3026.37,2023-04-18,0,Merchant 2307,Location 2307,2022-02,Wednesday,13,0.4142,Medium Risk,Monitor
783,72.38,1733,2022-02-02 14:00:00,2112,0,37.16,0.8461,Food,Customer 1733,18,Address 1733,1362.04,2024-01-03,0,Merchant 2112,Location 2112,2022-02,Wednesday,14,0.4399,Medium Risk,Monitor
784,24.99,1649,2022-02-02 15:00:00,2774,0,27.2,0.283,Online,Customer 1649,54,Address 1649,7708.88,2023-10-11,0,Merchant 2774,Location 2774,2022-02,Wednesday,15,0.144,Low Risk,No action
785,93.97,1500,2022-02-02 16:00:00,2289,0,56.01,0.9762,Food,Customer 1500,19,Address 1500,4318.58,2023-05-15,0,Merchant 2289,Location 2289,2022-02,Wednesday,16,0.4594,Medium Risk,Monitor
786,27.48,1366,2022-02-02 17:00:00,2553,0,93.71,0.2658,Other,Customer 1366,45,Address 1366,3069.64,2023-01-01,0,Merchant 2553,Location 2553,2022-02,Wednesday,17,0.1884,Low Risk,No action
787,33.67,1001,2022-02-02 18:00:00,2627,0,87.38,0.0309,Food,Customer 1001,54,Address 1001,9507.27,2022-01-01,0,Merchant 2627,Location 2627,2022-02,Wednesday,18,0.0202,Low Risk,No action
788,75.52,1986,2022-02-02 19:00:00,2235,0,29.47,0.0034,Retail,Customer 1986,51,Address 1986,6658.95,2024-09-12,0,Merchant 2235,Location 2235,2022-02,Wednesday,19,0.0436,Low Risk,No action
789,69.45,1921,2022-02-02 20:00:00,2154,0,56.82,0.9532,Food,Customer 1921,44,Address 1921,1097.42,2024-07-09,0,Merchant 2154,Location 2154,2022-02,Wednesday,20,0.482,Medium Risk,Monitor
790,58.0,1808,2022-02-02 21:00:00,2081,0,39.56,0.4246,Other,Customer 1808,43,Address 1808,7507.01,2024-03-18,0,Merchant 2081,Location 2081,2022-02,Wednesday,21,0.207,Low Risk,No action
791,27.04,1503,2022-02-02 22:00:00,2309,0,18.52,0.9772,Travel,Customer 1503,37,Address 1503,4370.43,2023-05-18,0,Merchant 2309,Location 2309,2022-02,Wednesday,22,0.4586,Medium Risk,Monitor
792,72.01,1017,2022-02-02 23:00:00,2173,0,26.46,0.927,Retail,Customer 1017,21,Address 1017,5179.0,2022-01-17,0,Merchant 2173,Location 2173,2022-02,Wednesday,23,0.4291,Medium Risk,Monitor
793,53.97,1195,2022-02-03 00:00:00,2152,0,28.6,0.6572,Online,Customer 1195,64,Address 1195,6831.41,2022-07-14,0,Merchant 2152,Location 2152,2022-02,Thursday,0,0.3032,Medium Risk,Monitor
794,50.24,1950,2022-02-03 01:00:00,2057,1,11.83,0.1754,Other,Customer 1950,48,Address 1950,2394.86,2024-08-07,0,Merchant 2057,Location 2057,2022-02,Thursday,1,0.4578,Medium Risk,Monitor
795,91.23,1673,2022-02-03 02:00:00,2347,0,97.85,0.5584,Other,Customer 1673,55,Address 1673,9911.34,2023-11-04,0,Merchant 2347,Location 2347,2022-02,Thursday,2,0.2268,Low Risk,No action
796,25.97,1528,2022-02-03 03:00:00,2256,0,45.3,0.6806,Travel,Customer 1528,28,Address 1528,4034.14,2023-06-12,0,Merchant 2256,Location 2256,2022-02,Thursday,3,0.3446,Medium Risk,Monitor
797,58.47,1480,2022-02-03 04:00:00,2761,0,60.43,0.1634,Online,Customer 1480,26,Address 1480,7269.76,2023-04-25,0,Merchant 2761,Location 2761,2022-02,Thursday,4,0.0995,Low Risk,No action
798,71.4,1771,2022-02-03 05:00:00,2932,0,95.86,0.2189,Travel,Customer 1771,35,Address 1771,8894.83,2024-02-10,0,Merchant 2932,Location 2932,2022-02,Thursday,5,0.101,Low Risk,No action
799,23.1,1667,2022-02-03 06:00:00,2440,0,63.72,0.3935,Online,Customer 1667,35,Address 1667,4096.12,2023-10-29,0,Merchant 2440,Location 2440,2022-02,Thursday,6,0.2314,Low Risk,No action
800,74.25,1429,2022-02-03 07:00:00,2530,0,69.16,0.9668,Food,Customer 1429,33,Address 1429,8687.34,2023-03-05,0,Merchant 2530,Location 2530,2022-02,Thursday,7,0.4056,Medium Risk,Monitor
801,56.12,1152,2022-02-03 08:00:00,2446,0,33.9,0.3569,Food,Customer 1152,55,Address 1152,7273.98,2022-06-01,0,Merchant 2446,Location 2446,2022-02,Thursday,8,0.1811,Low Risk,No action
802,37.1,1733,2022-02-03 09:00:00,2752,0,97.21,0.4077,Other,Customer 1733,18,Address 1733,1362.04,2024-01-03,0,Merchant 2752,Location 2752,2022-02,Thursday,9,0.2659,Low Risk,No action
803,53.26,1273,2022-02-03 10:00:00,2648,0,66.59,0.9796,Other,Customer 1273,61,Address 1273,7120.62,2022-09-30,0,Merchant 2648,Location 2648,2022-02,Thursday,10,0.4281,Medium Risk,Monitor
804,86.58,1515,2022-02-03 11:00:00,2643,0,60.68,0.8827,Online,Customer 1515,37,Address 1515,7872.51,2023-05-30,0,Merchant 2643,Location 2643,2022-02,Thursday,11,0.3834,Medium Risk,Monitor
805,34.78,1999,2022-02-03 12:00:00,2843,0,56.25,0.1824,Food,Customer 1999,57,Address 1999,7376.85,2024-09-25,0,Merchant 2843,Location 2843,2022-02,Thursday,12,0.1046,Low Risk,No action
806,10.01,1084,2022-02-03 13:00:00,2037,0,18.33,0.5194,Other,Customer 1084,60,Address 1084,2169.43,2022-03-25,0,Merchant 2037,Location 2037,2022-02,Thursday,13,0.3031,Medium Risk,Monitor
807,51.93,1244,2022-02-03 14:00:00,2929,0,23.79,0.8244,Retail,Customer 1244,46,Address 1244,8723.86,2022-09-01,0,Merchant 2929,Location 2929,2022-02,Thursday,14,0.347,Medium Risk,Monitor
808,49.04,1622,2022-02-03 15:00:00,2767,0,79.63,0.9602,Other,Customer 1622,21,Address 1622,5611.75,2023-09-14,0,Merchant 2767,Location 2767,2022-02,Thursday,15,0.4388,Medium Risk,Monitor
809,98.18,1177,2022-02-03 16:00:00,2466,0,38.12,0.6272,Food,Customer 1177,50,Address 1177,2146.03,2022-06-26,0,Merchant 2466,Location 2466,2022-02,Thursday,16,0.3424,Medium Risk,Monitor
810,31.85,1263,2022-02-03 17:00:00,2227,0,36.35,0.6571,Retail,Customer 1263,21,Address 1263,3583.38,2022-09-20,0,Merchant 2227,Location 2227,2022-02,Thursday,17,0.338,Medium Risk,Monitor
811,76.75,1944,2022-02-03 18:00:00,2624,0,28.04,0.0009,Travel,Customer 1944,51,Address 1944,2462.05,2024-08-01,0,Merchant 2624,Location 2624,2022-02,Thursday,18,0.0876,Low Risk,No action
812,28.03,1419,2022-02-03 19:00:00,2844,0,70.14,0.8501,Online,Customer 1419,28,Address 1419,1069.84,2023-02-23,0,Merchant 2844,Location 2844,2022-02,Thursday,19,0.4442,Medium Risk,Monitor
813,68.65,1418,2022-02-03 20:00:00,2831,0,68.28,0.0354,Food,Customer 1418,19,Address 1418,5724.61,2023-02-22,0,Merchant 2831,Location 2831,2022-02,Thursday,20,0.0692,Low Risk,No action
814,38.08,1769,2022-02-03 21:00:00,2490,0,91.02,0.4153,Retail,Customer 1769,34,Address 1769,9517.55,2024-02-08,0,Merchant 2490,Location 2490,2022-02,Thursday,21,0.1775,Low Risk,No action
815,94.63,1056,2022-02-03 22:00:00,2202,0,82.09,0.1044,Food,Customer 1056,46,Address 1056,3507.49,2022-02-25,0,Merchant 2202,Location 2202,2022-02,Thursday,22,0.1186,Low Risk,No action
816,26.52,1924,2022-02-03 23:00:00,2001,0,54.4,0.2092,Online,Customer 1924,60,Address 1924,2652.93,2024-07-12,0,Merchant 2001,Location 2001,2022-02,Thursday,23,0.1702,Low Risk,No action
817,80.67,2000,2022-02-04 00:00:00,2570,0,69.67,0.3308,Travel,Customer 2000,42,Address 2000,4853.02,2024-09-26,0,Merchant 2570,Location 2570,2022-02,Friday,0,0.196,Low Risk,No action
818,69.49,1843,2022-02-04 01:00:00,2194,0,63.54,0.5191,Food,Customer 1843,33,Address 1843,8695.44,2024-04-22,0,Merchant 2194,Location 2194,2022-02,Friday,1,0.2287,Low Risk,No action
819,80.56,1328,2022-02-04 02:00:00,2235,0,14.93,0.0202,Retail,Customer 1328,62,Address 1328,4443.04,2022-11-24,0,Merchant 2235,Location 2235,2022-02,Friday,2,0.0762,Low Risk,No action
820,67.22,1469,2022-02-04 03:00:00,2128,0,69.39,0.6054,Online,Customer 1469,28,Address 1469,3017.78,2023-04-14,0,Merchant 2128,Location 2128,2022-02,Friday,3,0.3229,Medium Risk,Monitor
821,89.81,1625,2022-02-04 04:00:00,2827,0,43.33,0.9956,Retail,Customer 1625,41,Address 1625,8077.12,2023-09-17,0,Merchant 2827,Location 2827,2022-02,Friday,4,0.4223,Medium Risk,Monitor
822,41.34,1899,2022-02-04 05:00:00,2277,0,57.13,0.0181,Food,Customer 1899,46,Address 1899,6060.94,2024-06-17,0,Merchant 2277,Location 2277,2022-02,Friday,5,0.0571,Low Risk,No action
823,61.04,1854,2022-02-04 06:00:00,2013,0,47.24,0.5657,Other,Customer 1854,57,Address 1854,9960.17,2024-05-03,0,Merchant 2013,Location 2013,2022-02,Friday,6,0.228,Low Risk,No action
824,39.8,1687,2022-02-04 07:00:00,2687,0,16.89,0.7563,Retail,Customer 1687,28,Address 1687,7484.04,2023-11-18,0,Merchant 2687,Location 2687,2022-02,Friday,7,0.3356,Medium Risk,Monitor
825,68.43,1549,2022-02-04 08:00:00,2590,0,94.09,0.8328,Other,Customer 1549,60,Address 1549,4220.47,2023-07-03,0,Merchant 2590,Location 2590,2022-02,Friday,8,0.4059,Medium Risk,Monitor
826,15.83,1981,2022-02-04 09:00:00,2227,0,37.06,0.3279,Other,Customer 1981,48,Address 1981,2711.23,2024-09-07,0,Merchant 2227,Location 2227,2022-02,Friday,9,0.2186,Low Risk,No action
827,51.66,1991,2022-02-04 10:00:00,2955,0,25.15,0.3941,Online,Customer 1991,61,Address 1991,3272.31,2024-09-17,0,Merchant 2955,Location 2955,2022-02,Friday,10,0.2404,Low Risk,No action
828,32.97,1776,2022-02-04 11:00:00,2075,0,20.45,0.84,Online,Customer 1776,31,Address 1776,3715.77,2024-02-15,0,Merchant 2075,Location 2075,2022-02,Friday,11,0.4144,Medium Risk,Monitor
829,98.14,1565,2022-02-04 12:00:00,2524,0,50.96,0.8383,Travel,Customer 1565,33,Address 1565,8921.44,2023-07-19,0,Merchant 2524,Location 2524,2022-02,Friday,12,0.352,Medium Risk,Monitor
830,88.89,1986,2022-02-04 13:00:00,2992,0,90.87,0.8583,Food,Customer 1986,51,Address 1986,6658.95,2024-09-12,0,Merchant 2992,Location 2992,2022-02,Friday,13,0.3899,Medium Risk,Monitor
831,29.63,1205,2022-02-04 14:00:00,2629,0,62.4,0.7058,Online,Customer 1205,37,Address 1205,5707.42,2022-07-24,0,Merchant 2629,Location 2629,2022-02,Friday,14,0.336,Medium Risk,Monitor
832,85.3,1155,2022-02-04 15:00:00,2819,0,72.66,0.7316,Food,Customer 1155,61,Address 1155,4698.08,2022-06-04,0,Merchant 2819,Location 2819,2022-02,Friday,15,0.3581,Medium Risk,Monitor
833,73.3,1277,2022-02-04 16:00:00,2269,0,71.52,0.6168,Online,Customer 1277,22,Address 1277,5042.2,2022-10-04,0,Merchant 2269,Location 2269,2022-02,Friday,16,0.3047,Medium Risk,Monitor
834,38.98,1311,2022-02-04 17:00:00,2154,0,97.86,0.8906,Online,Customer 1311,25,Address 1311,9253.48,2022-11-07,0,Merchant 2154,Location 2154,2022-02,Friday,17,0.3699,Medium Risk,Monitor
835,43.96,1503,2022-02-04 18:00:00,2993,0,42.2,0.6734,Other,Customer 1503,37,Address 1503,4370.43,2023-05-18,0,Merchant 2993,Location 2993,2022-02,Friday,18,0.3375,Medium Risk,Monitor
836,63.41,1051,2022-02-04 19:00:00,2869,0,29.36,0.7075,Retail,Customer 1051,30,Address 1051,4620.92,2022-02-20,0,Merchant 2869,Location 2869,2022-02,Friday,19,0.3492,Medium Risk,Monitor
837,80.56,1132,2022-02-04 20:00:00,2974,0,99.6,0.4975,Retail,Customer 1132,47,Address 1132,4552.11,2022-05-12,0,Merchant 2974,Location 2974,2022-02,Friday,20,0.268,Low Risk,No action
838,49.19,1651,2022-02-04 21:00:00,2982,0,54.45,0.3381,Retail,Customer 1651,58,Address 1651,8326.15,2023-10-13,0,Merchant 2982,Location 2982,2022-02,Friday,21,0.1614,Low Risk,No action
839,36.49,1744,2022-02-04 22:00:00,2889,0,61.49,0.4176,Retail,Customer 1744,27,Address 1744,6141.1,2024-01-14,0,Merchant 2889,Location 2889,2022-02,Friday,22,0.222,Low Risk,No action
840,42.73,1579,2022-02-04 23:00:00,2057,0,30.3,0.9501,Travel,Customer 1579,41,Address 1579,2479.27,2023-08-02,0,Merchant 2057,Location 2057,2022-02,Friday,23,0.4668,Medium Risk,Monitor
841,99.58,1386,2022-02-05 00:00:00,2539,0,73.38,0.0748,Food,Customer 1386,25,Address 1386,4904.7,2023-01-21,0,Merchant 2539,Location 2539,2022-02,Saturday,0,0.0924,Low Risk,No action
842,41.82,1296,2022-02-05 01:00:00,2935,0,97.91,0.1697,Food,Customer 1296,28,Address 1296,1364.64,2022-10-23,0,Merchant 2935,Location 2935,2022-02,Saturday,1,0.1653,Low Risk,No action
843,24.14,1492,2022-02-05 02:00:00,2851,0,83.72,0.1773,Travel,Customer 1492,46,Address 1492,2989.82,2023-05-07,0,Merchant 2851,Location 2851,2022-02,Saturday,2,0.1528,Low Risk,No action
844,75.27,1490,2022-02-05 03:00:00,2810,0,24.67,0.4452,Other,Customer 1490,56,Address 1490,9025.61,2023-05-05,0,Merchant 2810,Location 2810,2022-02,Saturday,3,0.1953,Low Risk,No action
845,30.66,1921,2022-02-05 04:00:00,2826,0,20.48,0.489,Food,Customer 1921,44,Address 1921,1097.42,2024-07-09,0,Merchant 2826,Location 2826,2022-02,Saturday,4,0.2996,Low Risk,No action
846,72.45,1647,2022-02-05 05:00:00,2112,0,34.1,0.058,Retail,Customer 1647,57,Address 1647,8742.26,2023-10-09,0,Merchant 2112,Location 2112,2022-02,Saturday,5,0.0435,Low Risk,No action
847,80.23,1188,2022-02-05 06:00:00,2597,0,81.3,0.0593,Online,Customer 1188,23,Address 1188,7478.91,2022-07-07,0,Merchant 2597,Location 2597,2022-02,Saturday,6,0.0601,Low Risk,No action
848,91.48,1053,2022-02-05 07:00:00,2288,1,85.34,0.8898,Travel,Customer 1053,22,Address 1053,8044.24,2022-02-22,0,Merchant 2288,Location 2288,2022-02,Saturday,7,0.6836,High Risk,Immediate review
849,81.17,1454,2022-02-05 08:00:00,2370,0,94.54,0.1247,Travel,Customer 1454,33,Address 1454,8478.78,2023-03-30,0,Merchant 2370,Location 2370,2022-02,Saturday,8,0.0719,Low Risk,No action
850,63.46,1597,2022-02-05 09:00:00,2850,0,47.56,0.8581,Retail,Customer 1597,33,Address 1597,7732.13,2023-08-20,0,Merchant 2850,Location 2850,2022-02,Saturday,9,0.3743,Medium Risk,Monitor
851,29.91,1759,2022-02-05 10:00:00,2395,0,67.1,0.2945,Other,Customer 1759,33,Address 1759,6608.39,2024-01-29,0,Merchant 2395,Location 2395,2022-02,Saturday,10,0.164,Low Risk,No action
852,64.4,1356,2022-02-05 11:00:00,2406,0,27.0,0.3808,Retail,Customer 1356,44,Address 1356,7927.59,2022-12-22,0,Merchant 2406,Location 2406,2022-02,Saturday,11,0.1825,Low Risk,No action
853,59.66,1924,2022-02-05 12:00:00,2295,0,29.5,0.1283,Food,Customer 1924,60,Address 1924,2652.93,2024-07-12,0,Merchant 2295,Location 2295,2022-02,Saturday,12,0.1402,Low Risk,No action
854,66.52,1834,2022-02-05 13:00:00,2484,0,32.5,0.1947,Other,Customer 1834,41,Address 1834,7732.4,2024-04-13,0,Merchant 2484,Location 2484,2022-02,Saturday,13,0.1036,Low Risk,No action
855,59.57,1176,2022-02-05 14:00:00,2892,0,71.48,0.5941,Other,Customer 1176,20,Address 1176,5493.96,2022-06-25,0,Merchant 2892,Location 2892,2022-02,Saturday,14,0.2921,Low Risk,No action
856,77.93,1551,2022-02-05 15:00:00,2811,0,41.57,0.9435,Travel,Customer 1551,58,Address 1551,2398.04,2023-07-05,0,Merchant 2811,Location 2811,2022-02,Saturday,15,0.4664,Medium Risk,Monitor
857,61.69,1934,2022-02-05 16:00:00,2294,0,17.17,0.9803,Food,Customer 1934,56,Address 1934,1662.33,2024-07-22,0,Merchant 2294,Location 2294,2022-02,Saturday,16,0.4886,Medium Risk,Monitor
858,64.09,1190,2022-02-05 17:00:00,2558,0,93.56,0.7394,Food,Customer 1190,24,Address 1190,8351.89,2022-07-09,0,Merchant 2558,Location 2558,2022-02,Saturday,17,0.3185,Medium Risk,Monitor
859,42.16,1980,2022-02-05 18:00:00,2407,0,47.28,0.7389,Online,Customer 1980,44,Address 1980,7509.57,2024-09-06,0,Merchant 2407,Location 2407,2022-02,Saturday,18,0.3281,Medium Risk,Monitor
860,14.38,1322,2022-02-05 19:00:00,2408,0,78.79,0.8305,Retail,Customer 1322,29,Address 1322,9411.51,2022-11-18,0,Merchant 2408,Location 2408,2022-02,Saturday,19,0.3419,Medium Risk,Monitor
861,80.21,1765,2022-02-05 20:00:00,2015,0,13.51,0.2445,Travel,Customer 1765,29,Address 1765,5112.34,2024-02-04,0,Merchant 2015,Location 2015,2022-02,Saturday,20,0.153,Low Risk,No action
862,80.42,1553,2022-02-05 21:00:00,2077,0,78.36,0.2645,Travel,Customer 1553,37,Address 1553,5095.38,2023-07-07,0,Merchant 2077,Location 2077,2022-02,Saturday,21,0.1634,Low Risk,No action
863,36.91,1143,2022-02-05 22:00:00,2124,0,61.21,0.7028,Retail,Customer 1143,58,Address 1143,3367.92,2022-05-23,0,Merchant 2124,Location 2124,2022-02,Saturday,22,0.3604,Medium Risk,Monitor
864,29.08,1709,2022-02-05 23:00:00,2137,0,16.14,0.5676,Other,Customer 1709,42,Address 1709,4061.52,2023-12-10,0,Merchant 2137,Location 2137,2022-02,Saturday,23,0.2984,Low Risk,No action
865,19.35,1839,2022-02-06 00:00:00,2163,0,66.87,0.5796,Online,Customer 1839,18,Address 1839,5856.06,2024-04-18,0,Merchant 2163,Location 2163,2022-02,Sunday,0,0.2813,Low Risk,No action
866,34.45,1249,2022-02-06 01:00:00,2395,0,42.57,0.129,Online,Customer 1249,26,Address 1249,5944.21,2022-09-06,0,Merchant 2395,Location 2395,2022-02,Sunday,1,0.1044,Low Risk,No action
867,81.42,1128,2022-02-06 02:00:00,2160,0,96.8,0.807,Travel,Customer 1128,21,Address 1128,7899.46,2022-05-08,0,Merchant 2160,Location 2160,2022-02,Sunday,2,0.3523,Medium Risk,Monitor
868,27.45,1111,2022-02-06 03:00:00,2712,0,49.87,0.7509,Retail,Customer 1111,32,Address 1111,7980.85,2022-04-21,0,Merchant 2712,Location 2712,2022-02,Sunday,3,0.327,Medium Risk,Monitor
869,65.7,1656,2022-02-06 04:00:00,2252,0,60.71,0.5577,Retail,Customer 1656,48,Address 1656,5626.57,2023-10-18,0,Merchant 2252,Location 2252,2022-02,Sunday,4,0.2774,Low Risk,No action
870,50.7,1814,2022-02-06 05:00:00,2302,0,42.59,0.1124,Online,Customer 1814,28,Address 1814,6484.65,2024-03-24,0,Merchant 2302,Location 2302,2022-02,Sunday,5,0.0918,Low Risk,No action
871,50.24,1393,2022-02-06 06:00:00,2875,0,71.62,0.9506,Retail,Customer 1393,47,Address 1393,3238.18,2023-01-28,0,Merchant 2875,Location 2875,2022-02,Sunday,6,0.4594,Medium Risk,Monitor
872,21.15,1920,2022-02-06 07:00:00,2451,0,16.2,0.7621,Retail,Customer 1920,33,Address 1920,3434.61,2024-07-08,0,Merchant 2451,Location 2451,2022-02,Sunday,7,0.3842,Medium Risk,Monitor
873,16.44,1085,2022-02-06 08:00:00,2859,0,52.17,0.512,Retail,Customer 1085,35,Address 1085,6148.87,2022-03-26,0,Merchant 2859,Location 2859,2022-02,Sunday,8,0.257,Low Risk,No action
874,70.3,1212,2022-02-06 09:00:00,2116,0,58.76,0.3382,Food,Customer 1212,55,Address 1212,9974.7,2022-07-31,0,Merchant 2116,Location 2116,2022-02,Sunday,9,0.1419,Low Risk,No action
875,94.25,1708,2022-02-06 10:00:00,2919,0,32.52,0.7527,Food,Customer 1708,30,Address 1708,2877.53,2023-12-09,0,Merchant 2919,Location 2919,2022-02,Sunday,10,0.3867,Medium Risk,Monitor
876,64.09,1917,2022-02-06 11:00:00,2172,0,41.01,0.2005,Travel,Customer 1917,37,Address 1917,7381.25,2024-07-05,0,Merchant 2172,Location 2172,2022-02,Sunday,11,0.1121,Low Risk,No action
877,77.26,1376,2022-02-06 12:00:00,2497,0,62.54,0.1394,Online,Customer 1376,53,Address 1376,5745.13,2023-01-11,0,Merchant 2497,Location 2497,2022-02,Sunday,12,0.1086,Low Risk,No action
878,40.31,1495,2022-02-06 13:00:00,2024,0,50.92,0.848,Online,Customer 1495,20,Address 1495,1236.38,2023-05-10,0,Merchant 2024,Location 2024,2022-02,Sunday,13,0.4418,Medium Risk,Monitor
879,84.55,1623,2022-02-06 14:00:00,2034,0,44.38,0.3341,Food,Customer 1623,34,Address 1623,2341.71,2023-09-15,0,Merchant 2034,Location 2034,2022-02,Sunday,14,0.2262,Low Risk,No action
880,95.23,1423,2022-02-06 15:00:00,2116,0,11.92,0.5847,Retail,Customer 1423,40,Address 1423,7025.45,2023-02-27,0,Merchant 2116,Location 2116,2022-02,Sunday,15,0.2715,Low Risk,No action
